CITROEN,C4,1699,1 génération,Hatchback,2005,09/06/2020,ESSENCE,138000,MANUEL,56575,-1,88
CITROEN,C4,1750,1 génération,Hatchback,2006,09/06/2020,ESSENCE,186000,MANUEL,25474,-1,109
CITROEN,C4,1750,1 génération,Hatchback,2005,09/06/2020,ESSENCE,301014,MANUEL,7110,-1,109
CITROEN,C4,1800,1 génération,Hatchback,2005,09/06/2020,ESSENCE,160000,MANUEL,28007,-1,109
CITROEN,C4,1800,1 génération [restyling],Hatchback,2008,09/06/2020,DIESEL,235000,MANUEL,79379,-1,90
CITROEN,C4,1900,1 génération,Hatchback,2005,09/06/2020,DIESEL,215000,MANUEL,48163,-1,136
CITROEN,C4,1900,1 génération,Hatchback,2007,09/06/2020,DIESEL,254000,MANUEL,10126,-1,90
CITROEN,C4,1900,1 génération,Hatchback,2007,09/06/2020,DIESEL,254000,MANUEL,20020,-1,90
CITROEN,C4,5650,2 génération,Hatchback,2012,09/06/2020,DIESEL,119304,MANUEL,60386,-1,92
CITROEN,C4,8980,2 génération,Hatchback,2016,09/06/2020,DIESEL,135788,AUTOMATIQUE,01328,-1,120
CITROEN,C4,1750,1 génération [restyling],Hatchback,2008,09/06/2020,ESSENCE,232278,MANUEL,2931,-1,109
CITROEN,C4,2800,1 génération [restyling],Hatchback,2009,09/06/2020,ESSENCE,199000,MANUEL,46980,-1,120
CITROEN,C4,5290,1 génération [restyling],Hatchback,2011,09/06/2020,DIESEL,150000,MANUEL,00121,-1,90
CITROEN,C4,5300,1 génération [restyling],Hatchback,2010,09/06/2020,DIESEL,164900,MANUEL,41710,-1,110
CITROEN,C4,5400,1 génération [restyling],Hatchback,2011,09/06/2020,DIESEL,115000,AUTOMATIQUE,00155,-1,110
CITROEN,C4,5890,2 génération,Hatchback,2012,09/06/2020,ESSENCE,120500,MANUEL,01328,-1,120
CITROEN,C4,6790,1 génération [restyling],Hatchback,2010,09/06/2020,DIESEL,78952,MANUEL,64230,-1,90
CITROEN,C4,6900,1 génération [restyling],Hatchback,2011,09/06/2020,ESSENCE,104000,MANUEL,01003,-1,90
CITROEN,C4,7990,2 génération,Hatchback,2014,09/06/2020,DIESEL,92000,MANUEL,7000,-1,92
CITROEN,C4,8499,2 génération,Hatchback,2015,09/06/2020,ESSENCE,38000,AUTOMATIQUE,34120,-1,120
CITROEN,C4,8890,2 génération,Hatchback,2012,09/06/2020,DIESEL,71378,AUTOMATIQUE,30161,-1,116
CITROEN,C4,8900,2 génération,Hatchback,2015,09/06/2020,DIESEL,123000,AUTOMATIQUE,03110,-1,116
CITROEN,C4,8995,2 génération,Hatchback,2016,09/06/2020,ESSENCE,76000,MANUEL,4837,-1,110
CITROEN,C4,9890,2 génération,Hatchback,2017,09/06/2020,DIESEL,65666,MANUEL,16430,-1,95
CITROEN,C4,11490,2 génération,Hatchback,2017,09/06/2020,DIESEL,91192,MANUEL,79000,-1,120
CITROEN,C4,12990,2 génération,Hatchback,2017,09/06/2020,ESSENCE,45578,MANUEL,64230,-1,120
CITROEN,C4,4500,1 génération [restyling],Hatchback,2010,09/06/2020,DIESEL,149000,AUTOMATIQUE,08251,-1,109
CITROEN,C4,5800,1 génération [restyling],Hatchback,2010,09/06/2020,DIESEL,74758,MANUEL,33199,-1,109
CITROEN,C4,9190,2 génération [restyling],Berline,2017,09/06/2020,DIESEL,58505,MANUEL,28021,-1,114
CITROEN,C4,9900,2 génération,Hatchback,2017,09/06/2020,DIESEL,45500,AUTOMATIQUE,09007,-1,120
CITROEN,C4,9995,2 génération,Berline,2015,09/06/2020,DIESEL,106425,MANUEL,39011,-1,116
CITROEN,C4,11490,2 génération,Hatchback,2015,09/06/2020,ESSENCE,98015,MANUEL,55120,-1,120
CITROEN,C4,11900,2 génération,Hatchback,2015,09/06/2020,ESSENCE,50280,AUTOMATIQUE,28936,-1,120
CITROEN,C4,12350,2 génération [restyling],Berline,2018,09/06/2020,ESSENCE,79000,AUTOMATIQUE,28021,-1,116
CITROEN,C4,14790,2 génération [restyling],Berline,2019,09/06/2020,DIESEL,15218,MANUEL,51702,-1,116
CITROEN,C4,500,1 génération,Hatchback,2006,09/06/2020,ESSENCE,189500,MANUEL,78224,-1,140
CITROEN,C4,500,1 génération [restyling],Hatchback,2009,09/06/2020,ESSENCE,170000,MANUEL,3886,-1,88
CITROEN,C4,800,1 génération,Hatchback,2005,09/06/2020,ESSENCE,167800,MANUEL,00100,-1,109
CITROEN,C4,1150,1 génération,Hatchback,2006,09/06/2020,DIESEL,217400,MANUEL,1703,-1,109
CITROEN,C4,1150,1 génération,Hatchback,2005,09/06/2020,ESSENCE,223000,MANUEL,78737,-1,109
CITROEN,C4,1190,1 génération,Hatchback,2007,09/06/2020,DIESEL,179000,MANUEL,28939,-1,90
CITROEN,C4,1200,1 génération,Hatchback,2005,09/06/2020,ESSENCE,255089,MANUEL,86935,-1,109
CITROEN,C4,1200,1 génération,Hatchback,2006,09/06/2020,DIESEL,258000,MANUEL,8055,-1,109
CITROEN,C4,1299,1 génération,Hatchback,2006,09/06/2020,DIESEL,193000,AUTOMATIQUE,7006,-1,109
CITROEN,C4,1300,1 génération [restyling],Hatchback,2008,09/06/2020,DIESEL,246000,MANUEL,20835,-1,90
